n,lstate,i,p_error,sim_type,comp_type,decoder_type,shots,prep_rate,count_accept,LER,LER_error,N_samples,LER_undecided,prep_rate_SEM,prep_rate_SD,LER_SEM,LER_SD,LER_error_SEM,LER_error_SD,LER_undecided_SEM,LER_undecided_SD,eff,eff_SEM,eff_SD,skip,s_l,CNOT,hadamard,meas,cost,cost_SEM,count_accept,count_logerror,count_undecided,count_detect_discard,total_meta_shots,detect_normal,decoding_normal
4,x,4,0.3,normal,na,val,39000000,0.7540266410256411,29407039,0.00039850960833645653,8.203275702534117e-06,39,0.0007806126652678449,0.007092579522752944,0.02259854332809878,4.414095081634591e-05,0.00014064293341606242,1.4396688144640367e-06,4.5871065636145434e-06,8.670669283185606e-05,0.000276266899583003,0.7537259871794871,0.007088106968941593,0.022584292772180607,0,2,64,48,64,1.0,0.0,29407039,241.0,22969,0,0,0,20373.73098162329
4,x,4,0.5,m1,na,val,38000000,0.6471547105263158,24591879,0.0010952636831872806,2.6418191162115834e-05,38,0.0021376909840503298,0.02532794083518046,0.0796591393626307,0.0001306479974125554,0.0004109022166886791,3.631558734402747e-06,1.1421648732120707e-05,0.0002570222876721777,0.0008083631577558637,0.6464493684210527,0.025307144619996582,0.07959373299523874,0,2,56,40,48,1.0,0.0,24591879,642.0,52322,0,0,0,6852.191382579738
4,x,4,0.5,normal,na,val,39000000,0.633183564102564,24694159,0.001104987218913669,3.254499624336425e-05,39,0.0021448844453406096,0.008885581461207286,0.028311448183594604,0.0001033523541155576,0.00032930369621501004,4.32586737264511e-06,1.3783180144645739e-05,0.00020306702903289265,0.0006470169335975123,0.6324826923076923,0.00886797792619435,0.028255359387206577,0,2,64,48,64,1.0,0.0,24694159,800.0,53068,0,0,0,20338.585682762903
4,x,4,0.7,m1,na,val,39000000,0.5661733589743589,22080761,0.0023117252774722077,8.023517512238043e-05,39,0.004462980204699654,0.008530780183597372,0.027180972026195054,0.0002409697975675035,0.0007677836242262891,8.726650039854386e-06,2.7805057158986703e-05,0.0004686534012794691,0.0014932344657820847,0.5648707948717949,0.00855374695165251,0.02725414928156955,0,2,56,40,48,1.0,0.0,22080761,1761.0,98078,0,0,0,8838.38814915414
4,x,4,0.7,normal,na,val,39000000,0.5169414102564103,20160715,0.002234971995939523,8.068035548732966e-05,39,0.004308583280904386,0.010746247526177343,0.03423994606697513,0.00029243034759671133,0.0009317484364349031,1.0726426367592808e-05,3.417679142631882e-05,0.0005715872358644315,0.0018212046652466571,0.5157868589743589,0.010729879293941515,0.03418779322128632,0,2,64,48,64,1.0,0.0,20160715,1608.0,86839,0,0,0,17244.299683767895
4,x,4,0.9,m1,na,val,39000000,0.4793999230769231,18696597,0.0035292694469255415,0.00014366950693582356,39,0.006771199879979437,0.010802823260419848,0.03442020899917021,0.000307688285649424,0.0009803636367404528,1.691400371047204e-05,5.3891795569796425e-05,0.0005973431661972039,0.0019032688149278059,0.47770451282051285,0.010750050693594903,0.03425206380825586,0,2,56,40,48,1.0,0.0,18696597,2683.0,126876,0,0,0,9908.45639423834
4,x,4,0.9,normal,na,val,39000000,0.4226288974358975,16482527,0.003520702129591676,0.00016951884949637376,39,0.006702366560190604,0.02199116187763371,0.07006875607565188,0.0003975239777018399,0.0012666002270731427,2.0925277111792965e-05,6.66726090199382e-05,0.0007606907449488133,0.00242373070388037,0.4211575897435898,0.021939677024735996,0.06990471382907328,0,2,64,48,64,1.0,0.0,16482527,2751.0,109260,0,0,0,17238.596846602217
4,x,4,1.0,m1,na,val,40000000,0.449843,17794739,0.004846853932099562,0.00021082551374938422,49,0.009272056836700356,0.012360545423030488,0.04414480508225174,0.0004571690898161221,0.0016327467493432932,2.167314644151528e-05,7.740409443398315e-05,0.0008848739704211162,0.003160264180075415,0.44764947959183676,0.012260085446948704,0.043786019453388225,0,2,56,40,48,1.0,0.0,17794739,3641.0,154016,0,0,0,11460.611420352943
4,x,4,1.0,normal,na,val,40000000,0.3959843265306122,15802872,0.0051425435353307,0.00026083580597902376,49,0.009763415458703352,0.009494485952186495,0.03390887840066605,0.0004115779004163265,0.0014699210729154518,2.5141707717772653e-05,8.979181327775948e-05,0.0007867265576728408,0.0028097377059744318,0.3939632551020408,0.009498468254263422,0.033923100908083655,0,2,64,48,64,1.0,0.0,15802872,4017.0,145823,0,0,0,17288.663421671838
4,x,5,1.0,m1,na,val,1000000,0.8435029999999999,843503,2.9599699017586092e-05,0.0,10,5.9199398035172185e-05,0.026652108387329412,0.043000697423284745,2.438666320221895e-05,3.934561237266697e-05,0.0,0.0,4.87733264044379e-05,7.869122474533394e-05,0.8434785,0.026657726595592842,0.043009761879652914,2,0,24,24,16,1.0,0.0,843503,0.0,49,0,0,0,69.95341597212246
4,x,5,1.0,normal,na,val,1000000,0.7872239999999999,787224,4.2094083422106944e-05,0.0,10,8.418816684421389e-05,0.012588067240042146,0.020309675417287096,1.1612444471617265e-05,1.8735598843133206e-05,0.0,0.0,2.322488894323453e-05,3.747119768626641e-05,0.787191,0.01259136900151316,0.020315002502255968,2,0,32,32,32,1.0,0.0,787224,0.0,66,0,0,0,434.0401328969747
4,x,6,0.1,m1,na,val,36500000,0.9224654,33612100,0.00038242076655507144,7.279906493985463e-06,50,0.0007502817201221718,0.0021371859200284863,0.007710299268921191,4.366681709328036e-05,0.00015753623714026118,1.9651141474522176e-06,7.089518058515735e-06,8.574822290181936e-05,0.00030935280555393924,0.9221126599999999,0.002137776242306238,0.0077124289673175354,0,2,56,40,48,1.0,0.0,33612100,237.0,26259,0,0,0,13902.571898505907
4,x,6,0.1,normal,na,val,36500000,0.9096858600000001,33211056,0.00035519961252104446,6.345674861223547e-06,50,0.0006977078753196418,0.0026144647455567964,0.009432172197736594,4.758723851486378e-05,0.0001716798931214379,1.7873043082762492e-06,6.448035696051365e-06,9.351460151434198e-05,0.0003373714738303521,0.90936239,0.0026042383742083436,0.009395278644025253,0,2,64,48,64,1.0,0.0,33211056,226.0,25460,0,0,0,19822.140852142125
4,x,6,0.15,m1,na,val,36500000,0.88781596,32316182,0.000576996779619081,1.2882532014574776e-05,50,0.0011282284952090125,0.002791180855412016,0.010069708726428086,5.290974354407555e-05,0.00019088182883090295,3.796511301926741e-06,1.3696626971651871e-05,0.0001016529866900438,0.00036673222559385635,0.8873034200000001,0.0027830300034505998,0.010040302998395612,0,2,56,40,48,1.0,0.0,32316182,392.0,35854,0,0,0,14511.74970166129
4,x,6,0.15,normal,na,val,36500000,0.86848412,31623892,0.0005587696998341674,1.2894442951447525e-05,50,0.0010917505137654398,0.006418863612264633,0.023157255039509692,6.700498485886582e-05,0.0002417330569745202,2.8047740754605927e-06,1.0118748818644972e-05,0.00013066810013620598,0.00047140969230139844,0.8679981999999999,0.006409678018871145,0.02312411628758236,0,2,64,48,64,1.0,0.0,31623892,452.0,35799,0,0,0,20158.063743639912
4,x,6,0.3,m1,na,val,36500000,0.7858833799999999,28648537,0.0015609897932208614,5.195570417100122e-05,50,0.0030180681780997204,0.0048768278984871955,0.017594071825000182,0.0001198671700764078,0.00043244331021769986,7.88363464431003e-06,2.844169141524907e-05,0.00022863759380550253,0.0008248530255818684,0.7846571099999999,0.004876938575969497,0.017594471114787222,0,2,56,40,48,1.0,0.0,28648537,1500.0,87623,0,0,0,12459.28796828189
4,x,6,0.3,normal,na,val,36600000,0.759981862745098,27744839,0.001491575766633273,5.6047107262635684e-05,51,0.0028710573187412745,0.006384387881790399,0.023262065876460424,0.00014362030958359483,0.0005232929396818415,9.39058361033978e-06,3.4215398344637275e-05,0.00027170741031196555,0.0009899892980855243,0.7588490490196078,0.006381728705694202,0.023252376939843136,0,2,64,48,64,1.0,0.0,27744839,1424.0,75682,0,0,0,18622.295247776783
4,x,6,0.5,m1,na,val,1500000,0.67464,1011960,0.0038261201798013033,0.00018110899925919771,15,0.007290022361084211,0.013181929934977911,0.026047650565837997,0.0006041837607889776,0.0011938743079513653,3.9617449684469475e-05,7.82845524730411e-05,0.0011435430223257022,0.0022596546332342557,0.6720523333333334,0.013052002510191474,0.025790912426851522,0,2,56,40,48,1.0,0.0,1011960,184.0,7395,0,0,0,684.6943882660707
4,x,6,0.5,normal,na,val,1600000,0.62336125,997378,0.003778908097454744,0.00017651201542330123,16,0.0072047921640628855,0.02215282950571251,0.04520985613410716,0.00043894558561668914,0.0008958073175850799,4.150250956590228e-05,8.469899911408629e-05,0.0008128415452740818,0.0016588602964777179,0.6209846875,0.021926389642266463,0.04474773396380911,0,2,64,48,64,1.0,0.0,997378,178.0,7249,0,0,0,777.7485000920133
4,x,6,0.7,m1,na,val,1500000,0.5820973333333334,873146,0.006523788560836529,0.0003547851008955533,15,0.012338006919881952,0.019049356238170116,0.037641754829798584,0.0007631728858953425,0.0015080387129335281,6.604714024701048e-05,0.00013050993583739654,0.0014393975215937398,0.002844266647808564,0.578272,0.018703267590051396,0.03695787953873979,0,2,56,40,48,1.0,0.0,873146,311.0,10854,0,0,0,629.1218543691793
4,x,6,0.7,normal,na,val,1600000,0.52210625,835370,0.006729030655701632,0.000338796942009177,16,0.012780467427384909,0.01186472470993324,0.02421372389782294,0.0006731443281311364,0.0013737639349615028,6.390886541474717e-05,0.00013042625594846362,0.0012727745603592336,0.002597499102773946,0.518583125,0.011682314043385912,0.023841457231399823,0,2,64,48,64,1.0,0.0,835370,283.0,10708,0,0,0,779.3174209740828
4,x,6,0.9,m1,na,val,1500000,0.49770533333333333,746558,0.010455828229564895,0.0006884727158086388,15,0.019534711027512516,0.019832638043593136,0.03918952900724279,0.00145020662600137,0.002865625566868854,0.00015869372825524515,0.00031358069728578054,0.0026422547001633215,0.005221126760291233,0.49246,0.019374158160532628,0.03828356729720989,0,2,56,40,48,1.0,0.0,746558,518.0,14700,0,0,0,654.8256174090784
4,x,6,0.9,normal,na,val,1600000,0.4436325,709812,0.009764678606345788,0.0006086963948775757,16,0.018311964422936425,0.01647738677292812,0.033627319944751266,0.001221315669538612,0.002492480958242065,0.0001464755392297013,0.00029892967189734963,0.0022042287128696,0.004498425944631837,0.4392603125,0.016055278403902654,0.03276587429367889,0,2,64,48,64,1.0,0.0,709812,437.0,13117,0,0,0,760.6455096899881
4,x,6,1.0,m1,na,val,2500000,0.4620568,1155142,0.01274236237677727,0.0009008217243784319,25,0.02368308130479768,0.013386893394774259,0.03415023825197515,0.0012791065213031126,0.003263026840058961,0.00010924462549475365,0.0002786852691192695,0.00239487762167518,0.006109381687946888,0.4561616,0.013190703367471704,0.033649753488448224,0,2,56,40,48,1.0,0.0,1155142,1038.0,27400,0,0,0,1092.8484518640907
4,x,6,1.0,normal,na,val,2600000,0.38365961538461535,997515,0.011767132211181922,0.0008888659173402935,26,0.02175653258768326,0.02983398152262526,0.07761431324083305,0.0008926519528513271,0.0023222702685896037,0.0002123642428020219,0.0005524741928759519,0.0015446607039219704,0.004018497485294946,0.3791519230769231,0.029402694922103664,0.07649230365307248,0,2,64,48,64,1.0,0.0,997515,812.0,21816,0,0,0,1056.4164598517236
4,x,7,0.1,m1,na,val,36500000,0.95875022,35011900,0.0006379979509500054,1.527063867594905e-05,50,0.0012454546245481127,0.0016645576243595214,0.006005203999287691,9.36514659369957e-05,0.0003378652379189318,3.477349915480446e-06,1.2545192376503529e-05,0.00018201075640552906,0.0006566379597104207,0.9581382700000001,0.0016538160746409028,0.00596645184292806,1,1,40,24,32,1.0,0.0,35011900,589.0,46913,0,0,0,2745.5942952462356
4,x,7,0.1,normal,na,val,36500000,0.95239242,34786017,0.0004988897236117469,1.1944984901146417e-05,50,0.0009738894774212008,0.0022535164031411503,0.008129983317225638,4.962164342701795e-05,0.00017901939061665953,2.478649372653918e-06,8.942192752996773e-06,9.596731522452216e-05,0.0003462200988139113,0.95191735,0.002255005238667974,0.008135354570782212,1,1,48,32,48,1.0,0.0,34786017,388.0,33798,0,0,0,20603.07414585486
4,x,7,0.15,m1,na,val,36500000,0.9374405,34202644,0.0009746973516176452,3.157821492397035e-05,50,0.0018862382733873496,0.002666359022082359,0.00961939053873657,7.958584362901021e-05,0.00028712086590063936,4.271794038655574e-06,1.5411298635538904e-05,0.0001527922095751005,0.0005512265688930088,0.9365269399999999,0.0026692933317336554,0.009629976611453574,1,1,40,24,32,1.0,0.0,34202644,1112.0,67568,0,0,0,3448.8591909971437
4,x,7,0.15,normal,na,val,36500000,0.92669312,33857443,0.0007572370657608226,2.387325757671367e-05,50,0.0014667276163682177,0.0032440097612613707,0.01170337398175137,6.989710340229839e-05,0.00025216691735235967,4.10646039945076e-06,1.4814826505743119e-05,0.0001330027663752358,0.00047983243888009874,0.92599169,0.0032486082605315413,0.011719963930818814,1,1,48,32,48,1.0,0.0,33857443,772.0,49348,0,0,0,21523.056264939194
4,x,7,0.3,m1,na,val,36500000,0.88432198,32282756,0.0027960060353459802,0.00015756902486614707,50,0.005276874020959666,0.003909854524884603,0.014105533918361274,0.00031704955395389574,0.0011438157631273973,2.768710576238671e-05,9.98864297755754e-05,0.0005825471689335705,0.002101648232214046,0.8818523,0.003960360401335213,0.014287743345544928,1,1,40,24,32,1.0,0.0,32282756,4657.0,160380,0,0,0,4306.811543850927
4,x,7,0.3,normal,na,val,36500000,0.87137398,31692191,0.0021837564006416876,0.00011037962877808472,50,0.004146753543727206,0.005330032318443164,0.01922909181793172,0.0001979518385018434,0.0007141484048622336,1.5213905142848609e-05,5.488701783080175e-05,0.0003705304656558779,0.0013367581882728593,0.8694727299999999,0.005341404378982429,0.019270118660397934,1,1,48,32,48,1.0,0.0,31692191,3441.0,128982,0,0,0,19664.433084559918
4,x,7,0.5,m1,na,val,1500000,0.8287446666666667,1243117,0.0043489902969785,0.000264473535700539,15,0.00816903352255592,0.012808452267786995,0.025309654246852886,0.00036235667921290894,0.0007160211142748059,4.781805505236403e-05,9.448904636012006e-05,0.0006462355316598639,0.0012769691080847698,0.8251360000000001,0.012670811047926913,0.02503767355691933,1,1,40,24,32,1.0,0.0,1243117,329.0,10168,0,0,0,515.137120004103
4,x,7,0.5,normal,na,val,1500000,0.8039573333333333,1205936,0.003891484126929311,0.00024117616645750222,15,0.007300615920943619,0.015504440504256981,0.030636959114923985,0.0006370038288030198,0.001258727153277784,4.429127919898667e-05,8.752009526525426e-05,0.0012068290239923291,0.002384708526347981,0.8008426666666666,0.015632056938421263,0.03088913070891411,1,1,48,32,48,1.0,0.0,1205936,291.0,8762,0,0,0,880.7441858809907
4,x,7,0.7,m1,na,val,1500000,0.7538646666666667,1130797,0.007936186230686811,0.000622750010631929,15,0.014626872440109764,0.016001885632642713,0.03161991661384743,0.000998696811059216,0.0019734367944606113,0.0001285357749721052,0.0002539882223769528,0.0018001787415003027,0.003557174635728214,0.7479056666666666,0.016192093758973153,0.031995770137108206,1,1,40,24,32,1.0,0.0,1130797,700.0,16477,0,0,0,657.8659274358652
4,x,7,0.7,normal,na,val,1600000,0.732738125,1172381,0.008430977405372457,0.0006363580163969027,16,0.015589238777951112,0.023248968555421076,0.04744687460290015,0.0015543133826752477,0.003172068127908669,0.00015828517822698797,0.00032303097597344483,0.0028206933509714433,0.005756517042798864,0.7266425,0.023693627072041958,0.048354340963350936,1,1,48,32,48,1.0,0.0,1172381,732.0,18042,0,0,0,1039.5527549380786
4,x,7,0.9,m1,na,val,1500000,0.726252,1089378,0.013610866460480034,0.0012340259326283516,15,0.02475368105570336,0.017500073806351043,0.0345803542905093,0.0015686561110260838,0.0030996831601686303,0.00021147230537159114,0.00041787179433074587,0.002766737007634092,0.005467105282603358,0.7164136666666666,0.017784567728160026,0.03514251766870493,1,1,40,24,32,1.0,0.0,1089378,1338.0,26839,0,0,0,710.8219589408254
4,x,7,0.9,normal,na,val,1600000,0.666325,1066120,0.012843605653741092,0.0012667035176691338,16,0.023153804272143915,0.030114467821563774,0.06145809759502811,0.0020685542546333814,0.004221539295170166,0.0003762647972183091,0.0007678873412618553,0.003512096571540461,0.007167544023551961,0.6579081250000001,0.03049683486236932,0.06223843849463127,1,1,48,32,48,1.0,0.0,1066120,1321.0,24292,0,0,0,732.2462117379182
4,x,7,1.0,m1,na,val,2500000,0.663716,1659290,0.01625637870961403,0.001600720780581899,25,0.029311315858064263,0.019203272218161153,0.04898793933204376,0.001829340278805972,0.004666684384709113,0.0003384463643297467,0.0008633835824738437,0.0030779235821494304,0.00785184587283018,0.6530684,0.01964657792059038,0.050118821225995876,1,1,40,24,32,1.0,0.0,1659290,2600.0,48038,0,0,0,1148.5011647819192
4,x,7,1.0,normal,na,val,2600000,0.639305,1662193,0.015207511977429315,0.001622932271549775,26,0.027169159411759083,0.015681205325403937,0.040795291811678444,0.0016612673612803445,0.00432185443493024,0.0002624914170663471,0.0006828820702917991,0.002873584508025427,0.007475746673663048,0.6296703846153846,0.016017296098702637,0.04166964559299915,1,1,48,32,48,1.0,0.0,1662193,2666.0,44768,0,0,0,1320.1833193641505
4,x,8,1.0,m1,na,val,1000000,0.46497399999999994,464974,0.18568573787627757,0.015958734053575348,10,0.33945400764540445,0.024368220574415723,0.03931585690843383,0.014647778232025623,0.02363282748685475,0.0029413508782712653,0.004745596006670339,0.03084939381144742,0.04977262697942696,0.37835,0.019070437350668646,0.03076837653247965,0,2,56,24,48,1.0,0.0,464974,7273.0,158702,0,0,0,385.42050646501593
4,x,8,1.0,normal,na,val,1000000,0.422267,422267,0.1917993608210095,0.020646856086388544,10,0.3423050094692419,0.019514812079357104,0.03148533381680358,0.008519091541832774,0.01374476166717713,0.002739033743700525,0.004419176131709965,0.015290764576279935,0.024670226135951052,0.341167,0.015271511207479691,0.02463916261654289,0,2,64,32,64,1.0,0.0,422267,8732.0,144736,0,0,0,410.24139337195083
4,x,9,1.0,m1,na,val,1000000,1.0,1000000,4.000000000000001e-06,0.0,10,8.000000000000001e-06,0.0,0.0,2.444549492692308e-06,3.9440531887330775e-06,0.0,0.0,4.889098985384616e-06,7.888106377466155e-06,0.999996,2.4445494926722346e-06,3.94405318870069e-06,3,-1,8,8,0,1.0,0.0,1000000,0.0,8,0,0,0,19.07057612220524
4,x,9,1.0,normal,na,val,1000000,1.0,1000000,0.00010250000000000001,7.000000000000001e-06,10,0.000191,0.0,0.0,1.3005272435097661e-05,2.0982797186690283e-05,5.8800000000000005e-06,9.48683298050514e-06,2.4523943855387987e-05,3.9567101935263794e-05,0.9998975,1.3005272435106169e-05,2.098279718670401e-05,3,-1,16,16,16,1.0,0.0,1000000,7.0,191,0,0,0,504.21925025689416
4,x,10,0.1,m1,na,val,36500000,0.92341896,33686697,0.0005839918879527897,1.04376750222075e-05,50,0.0011471084258611645,0.00185649539600683,0.006697655529377728,6.508485675707593e-05,0.00023480583451777288,2.112347238067472e-06,7.620689062541755e-06,0.0001276463814356563,0.00046050827503610824,0.92287951,0.001849117396831299,0.006671038012803204,0,2,56,40,48,1.0,0.0,33686697,392.0,41686,0,0,0,16960.90644066711
4,x,10,0.1,normal,na,val,36500000,0.91169482,33317624,0.0005891762041826446,1.1627953802390346e-05,50,0.0011550965007605086,0.004156357485836349,0.014994839608522204,6.589241103298094e-05,0.00023771923811302095,2.2881837209618565e-06,8.25505217190202e-06,0.00012891115192528022,0.0004650711719231373,0.91115826,0.00416352351704709,0.015020692410886027,0,2,64,48,64,1.0,0.0,33317624,394.0,38738,0,0,0,17353.131684751832
4,x,10,0.15,m1,na,val,36500000,0.8885846599999999,32387044,0.0009356940795123386,2.368931634704116e-05,50,0.001824009526330595,0.0026292803433321725,0.00948562224699323,9.148869254615084e-05,0.00033006262704731836,4.478518063618429e-06,1.6157094349239987e-05,0.00017658548401657415,0.0006370652714654504,0.8877530299999999,0.002623259030092423,0.00946389922952652,0,2,56,40,48,1.0,0.0,32387044,783.0,60339,0,0,0,17720.024509706127
4,x,10,0.15,normal,na,val,36600000,0.8637989803921569,31450958,0.0009903059131940307,2.4696770621578074e-05,51,0.0019312182851449053,0.007998347433894703,0.02914266619682571,9.448765569537472e-05,0.000344273893127203,4.542515640692137e-06,1.6551046088540493e-05,0.00018224261219057785,0.0006640166181580115,0.8629449509803923,0.007999824810534953,0.029148049145569763,0,2,64,48,64,1.0,0.0,31450958,795.0,61644,0,0,0,19637.749678334978
4,x,10,0.3,m1,na,val,36500000,0.7920054000000001,28888290,0.002642256926293403,0.0001117297207455199,50,0.0050610544110957665,0.005781586961247223,0.020858159930192022,0.00020871132450083304,0.0007529652697192095,1.62748808758187e-05,5.871468688925848e-05,0.00038963308247975237,0.0014056744632451547,0.7899117699999999,0.005757479283857884,0.020771186959984575,0,2,56,40,48,1.0,0.0,28888290,3219.0,144560,0,0,0,17799.24435014691
4,x,10,0.3,normal,na,val,36500000,0.7586582,27644920,0.0026795097229597494,0.00011703811829604084,50,0.005124943209327417,0.00872573443324698,0.03147972443154028,0.0002161470071846618,0.000779790890374754,1.558940801213566e-05,5.624171489829092e-05,0.00040408947578551944,0.0014578286149696837,0.7566258600000001,0.00870825705772535,0.031416671519557175,0,2,64,48,64,1.0,0.0,27644920,3143.0,135982,0,0,0,18102.792351958866
4,x,10,0.5,m1,na,val,1500000,0.672938,1009407,0.006282934688200097,0.00042498154798247727,15,0.01171590628043524,0.01756072604075358,0.03470020382813751,0.0014043140534906247,0.0027749412969460315,0.00019822622952552608,0.00039169739068053647,0.002424546893019756,0.004790933540185944,0.6687546666666667,0.017907449363738108,0.03538533324429097,0,2,56,40,48,1.0,0.0,1009407,420.0,11710,0,0,0,770.860743403784
4,x,10,0.5,normal,na,val,1500000,0.6194246666666667,929137,0.005787064990986653,0.0003099796172047648,15,0.010954170747563776,0.03995850129472044,0.0789584745172754,0.000794699770706639,0.0015703362128477885,8.646642906270199e-05,0.00017085869375809684,0.0014365227271649463,0.002838586019774642,0.6159026666666667,0.03985812856353618,0.07876013680488254,0,2,64,48,64,1.0,0.0,929137,281.0,10004,0,0,0,757.0139548259904
4,x,10,0.7,m1,na,val,1500000,0.5812913333333333,871937,0.010346037471872908,0.0007348301011465901,15,0.019222414741452636,0.012968884345444333,0.025626669943263257,0.0006985891329170037,0.0013804204477699158,0.00011852192200631846,0.00023420072963824782,0.0011920911399125101,0.002355586291858453,0.5752729999999999,0.012788233170369288,0.02526970106951915,0,2,56,40,48,1.0,0.0,871937,643.0,16769,0,0,0,752.7649031730834
4,x,10,0.7,normal,na,val,1600000,0.51191125,819058,0.010129366988471777,0.0007672656839227773,16,0.018724202609098,0.03863922349511137,0.07885555815328851,0.0013367819455616984,0.0027281264195136703,0.0001639392186726071,0.0003345698340257288,0.0023882300726374367,0.004873938923749871,0.506796875,0.03835372181957867,0.07827290167260953,0,2,64,48,64,1.0,0.0,819058,609.0,15148,0,0,0,602.1843850999721
4,x,10,0.9,m1,na,val,1500000,0.5056499999999999,758475,0.01368221560310734,0.001118879870094745,15,0.025126671466025194,0.018734758292186925,0.037020105541255746,0.0010082172491911539,0.0019922492936104044,0.00012926804445671826,0.000255435195600852,0.0018196861075300053,0.0035957214233615867,0.49870933333333334,0.018337369660469595,0.03623486087155505,0,2,56,40,48,1.0,0.0,758475,850.0,19122,0,0,0,626.9488932259264
4,x,10,0.9,normal,na,val,1600000,0.441481875,706371,0.013874155519538361,0.0011607432050310773,16,0.02542682462901457,0.015759370850522297,0.032161981327596526,0.001129807180913647,0.0023057289406400957,0.00016188299672779955,0.000330373462709795,0.0019818022811033905,0.004044494451231409,0.435333125,0.015373613225620003,0.03137472086861225,0,2,64,48,64,1.0,0.0,706371,822.0,18032,0,0,0,816.2564911189256
